rank,contractor,total_cost,num_projects,avg_delay,total_savings,reliability_index,risk_flag
1,PEARLCAST CONSTRUCTION & TRADING,4801495.3,1,14.0,148504.7000000002,96.16438356164383,Stable
2,MARTINEZ ENTERPRISES,4949993.18,1,22.0,6.820000000298023,93.97260273972603,Stable
3,"S-ANG CONSTRUCTION & GENERAL TRADING, INC.",25374833.66,3,26.0,791166.3399999999,92.87671232876713,Stable
4,PAGTAENGAN BUILDERS AND CONCRETE PRODUCTS,9799384.97,1,33.0,591.0,90.95890410958904,Stable
5,"JANRA8 BUILDERS AND CONSTRUCTION SUPPLY, INC.",3471370.0,1,41.0,2630.0,88.76712328767124,Stable
6,FDS CONSTRUCTION & SUPPLY,2970000.0,1,44.0,0.0,87.94520547945206,Stable
7,LATO BUILDERS,4702569.67,1,46.0,247430.33000000007,87.3972602739726,Stable
8,GRAM CONSTRUCTION AND SUPPLY,2845757.02,1,47.0,0.0,87.12328767123287,Stable
9,BEMA CONSTRUCTION AND GENERAL MERCHANDISE,4932515.0,1,48.0,5000.80999999959,86.84931506849315,Stable
10,MAI CONSTRUCTION & SUPPLY,7204183.54,2,48.0,0.0,86.84931506849315,Stable
11,LXS BUILDERS & SUPPLIES,19599995.26,1,48.0,4.739999998360872,86.84931506849315,Stable
12,ROCA BLANCA CONSTRUCTION,29398908.74,1,51.0,47.600000001490116,86.02739726027397,Stable
13,CHRISHUA CONSTRUCTION SERVICES,2937836.0,1,53.0,2164.0,85.47945205479452,Stable
14,CLEB CONSTRUCTION,2936230.11,1,54.0,3769.8900000001304,85.20547945205479,Stable
15,CEY BUILDERS,5934012.79,1,56.0,5987.209999999963,84.65753424657534,Critical
16,M.C. GERONIMO CONSTRUCTION AND TRADING,48256469.28,2,57.5,740392.5,84.24657534246575,Critical
17,RAPHAEIL CONSTRUCTION,4899991.63,1,58.0,7.3500000005587935,84.10958904109589,Critical
18,P.V.B. CONSTRUCTION AND DEVELOPMENT CORP.,4895353.6,1,59.0,4409.0800000000745,83.83561643835617,Critical
19,RA3N CONSTRUCTION AND SUPPLY,4848693.6,1,59.0,101147.18000000063,83.83561643835617,Critical
20,QUANTUMWAYS BUILDERS ROAD CONSTRUCTION,9644769.940000001,2,59.0,147832.97999999952,83.83561643835617,Critical
21,Z & G CONSTRUCTION SERVICES,4950000.0,1,60.0,0.0,83.56164383561644,Critical
22,SOLSONA-GANAL CONSTRUCTION & SUPPLY,8288961.56,1,64.0,10038.44000000041,82.46575342465754,Critical
23,RD5 CONSTRUCTION,31083133.0,6,64.0,409374.8799999971,82.46575342465754,Critical
24,RD8 BUILDERS CORPORATION UNDER THE NAME OF RD8 BUILDERS,108670297.08,2,67.5,1219702.9200000018,81.5068493150685,Critical
25,R.G. DIAZ BUILDERS & TRADING,9793241.05,1,68.0,3825.5099999997765,81.36986301369863,Critical
26,MEGA-ANT BUILDERS AND CONSTRUCTION SUPPLIES,24342613.84,5,69.8,406544.0499999998,80.87671232876713,Critical
27,ZERO ONE CONSTRUCTION AND SUPPLY,4941699.76,1,71.0,6813.7599999997765,80.54794520547945,Critical
28,BCVILLASENOR CONSTRUCTION,4825000.0,1,71.0,0.0,80.54794520547945,Critical
29,SYMMETRICON BUILDERS CORP.,23139000.0,1,72.0,3700.0,80.27397260273972,Critical
30,JEUSMACK BUILDERS & CONSTRUCTION SUPPLY,199422255.59999996,12,72.75,1727744.3999999939,80.06849315068493,Critical
31,R.C. MELGAZO BUILDERS,4950000.0,1,73.0,0.0,80.0,Critical
32,YBK CONSTRUCTION,4938269.0,1,74.0,11731.0,79.72602739726028,Critical
33,POWER MOVE BUILDERS & CONSTRUCTION SUPPLY,4402803.81,1,74.0,11106.19000000041,79.72602739726028,Critical
34,JDR CONSTRUCTION,3905246.26,1,74.0,14753.740000000224,79.72602739726028,Critical
35,R.F. FLORES CONSTRUCTION (FORMERLY PATRIOT CONSTRU,4894253.08,1,74.0,5746.9199999999255,79.72602739726028,Critical
36,NEZIAH BUILDERS AND TRADING CORP.,55462489.58,2,76.0,389721.41999999806,79.17808219178082,Critical
37,FIRST METSTEEL BUILDERS,4899836.7,1,77.0,163.21999999973923,78.9041095890411,Critical
38,BERTO LUCCI BUILDERS & SUPPLY,4950000.0,1,77.0,0.0,78.9041095890411,Critical
39,TMT CONSTRUCTION,29598219.490000002,4,78.0,413.3199999984354,78.63013698630137,Critical
40,LUCKY EIGHTY-THREE CONSTRUCTION AND SUPPLY(FOR.VRP / LUCKY EIGHTY-THREE CONSTRUCTION AND SUPPLY(FOR.VRP,4801500.0,1,78.0,148500.0,78.63013698630137,Critical
41,PALBIC CONSTRUCTION AND SUPPLY,4899590.0,1,79.0,410.0,78.35616438356165,Critical
42,DD ROSAL CONSTRUCTION,4947211.87,1,79.0,788.1299999998882,78.35616438356165,Critical
43,KYLE CONSTRUCTION SERVICES,14650900.0,1,79.0,49100.0,78.35616438356165,Critical
44,"R.A. PAHATI CONST. & SUPPLY, INC. / N.C. AGUILAR CONST. & SUPPLY INC.",96499967.4,1,81.0,3.169999986886978,77.8082191780822,Critical
45,AMP 723 CONSTRUCTION CORPORATION (FORMERLY: A.M.P. CONSTRUCTION) / R.G. DELA CRUZ CONSTRUCTION,72374938.44,1,81.0,6.480000004172325,77.8082191780822,Critical
46,RCD GEN. CONTRACTOR & CONSTRUCTION SUPPLY / NOSIDE CONSTRUCTION,47528651.6,1,82.0,721348.3999999985,77.53424657534246,Critical
47,SOPHIA GEU CONSTRUCTION AND SUPPLY CORPORATION (FORMERLY:SOPHIA CONSTRUCTION AND SUPPLY),48840410.28,1,83.0,100000.0,77.26027397260273,Critical
48,NINETY ONE BUILDERS,7246935.16,2,83.5,103064.83999999962,77.12328767123287,Critical
49,JEPA CONSTRUCTION & SUPPLIES,9899999.8,1,85.0,0.0,76.7123287671233,Critical
50,GKB BUILDERS,16780317.07,4,85.75,49646.909999999916,76.5068493150685,Critical
51,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. / GOLDEN J'S CONSTRUCTION SERVICES,70449787.58,1,86.0,1925173.600000009,76.43835616438356,Critical
52,NVR CONSTRUCTION,4807350.58,1,86.0,142646.97999999952,76.43835616438356,Critical
53,CASAN CONSTRUCTION AND TRADING,58799114.989999995,2,86.0,885.0100000016391,76.43835616438356,Critical
54,"B. VICENCIO BUILDERS (BVB), INC. (FORMERLY:B. VICENCIO CONSTRUCTION) / ALPHAHAWK CONSTRUCTION CORP.",110974928.21,1,86.0,53.89000000059605,76.43835616438356,Critical
55,JBI CONSTRUCTION,4949998.84,1,86.0,0.0,76.43835616438356,Critical
56,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. / A.M. SALONG CONSTRUCTION,71220223.38,1,87.0,1154396.4300000072,76.16438356164383,Critical
57,LAHDETH CONSTRUCTION AND SUPPLY,1489100.0,1,87.0,80026.32000000007,76.16438356164383,Critical
58,ST. TIMOTHY CONSTRUCTION CORPORATION / D.T. RECIO INCORPORATED,96198358.4,1,87.0,301235.299999997,76.16438356164383,Critical
59,ST. TIMOTHY CONSTRUCTION CORPORATION / COSMAN BUILDERS,96411549.07,1,87.0,88062.55000001192,76.16438356164383,Critical
60,EXTENSIVE STEEL WORKS AND CONSTRUCTION,19207862.6,1,88.0,392137.3999999985,75.89041095890411,Critical
61,R2A CONSTRUCTION & TRADING CORPORATION / J.V. SARIGNAYA CONSTRUCTION CORPORATION,48484888.32,1,88.0,515111.6799999997,75.89041095890411,Critical
62,RGB CONSTRUCTION (FORMERLY:REYBER CONSTRUCTION AND SUPPLY),7236836.0,1,88.0,664.0,75.89041095890411,Critical
63,ROCK-WBL CONSTRUCTION CORP. (FOR: ROCK-WBL CONSTRUCTION TRADING & SERVICES) / UNIMAX STEEL STRUCTURE AND CONSTRUCTION CORP.,96495674.0,1,89.0,4244.090000003576,75.61643835616438,Critical
64,DUKHEA CONSTRUCTION,9799983.23,1,89.0,16.769999999552965,75.61643835616438,Critical
65,NDA BUILDERS AND DEVELOPERS,3666700.0,1,89.0,300.0,75.61643835616438,Critical
66,R.K.F. BUILDERS,9357935.61,2,89.0,492033.4799999995,75.61643835616438,Critical
67,RICH ADS CONSTRUCTION CORP. (FORMERLY RICH ADS CON,5938760.0,1,89.0,0.0,75.61643835616438,Critical
68,N-22 CONSTRUCTION AND TRADING,18541526.13,1,89.0,1058473.870000001,75.61643835616438,Critical
69,JCL86 BUILDERS INC.,4604034.99,1,89.0,5.009999999776483,75.61643835616438,Critical
70,MAK-JAMS CONSTRUCTION,14799964.530000001,2,89.0,35.46999999973923,75.61643835616438,Critical
71,TRIPLE P CONSTRUCTION,9800000.0,1,89.0,0.0,75.61643835616438,Critical
72,D.T. TIZON CONSTRUCTION AND TRADING,7825746.15,1,89.0,8583.729999999516,75.61643835616438,Critical
73,"DREAMWORX BUILDER & TRADING, INC.",28779766.07,1,90.0,617361.870000001,75.34246575342466,Critical
74,"ST. RAYMUND CONSTRUCTION, INC.",7058894.77,2,90.0,27177.240000000224,75.34246575342466,Critical
75,VF CONSTRUCTION,6784428.58,1,91.0,145526.51999999955,75.06849315068493,Critical
76,QUELLING CONSTRUCTION,4930818.93,1,91.0,19181.070000000298,75.06849315068493,Critical
77,D.M. ALMERO ENTERPRISES,4949055.62,1,91.0,900.679999999702,75.06849315068493,Critical
78,TUBIGAN BUILDERS,19721816.68,3,91.33333333333333,78178.36000000127,74.97716894977168,Critical
79,MARC JILL CONSTRUCTION,7839977.45,1,92.0,22.549999999813735,74.79452054794521,Critical
80,ADROIT EJD CONSTRUCTION CORP. (FORMERLY: ADROIT CONSTRUCTION) / DGSARM BUILDERS INC. (FORMERLY: D.G. SARMENTA CONSTRUCTION),48995000.0,1,92.0,5000.0,74.79452054794521,Critical
81,ZI 9 BUILDERS AND SUPPLIES,4875748.77,1,92.0,74251.23000000045,74.79452054794521,Critical
82,BAMBOE CONSTRUCTION,11805505.93,3,93.66666666666667,4494.070000000298,74.337899543379,Critical
83,BALLESTEROS CONSTRUCTION AND SUPPLY,67786176.64,4,93.75,913823.3599999994,74.31506849315068,Critical
84,LLM UNIFIED BUILDERS & TRADING CORP. (FORMERLY:LLM CONCRETE PRODUCTS),5445000.0,1,95.0,0.0,73.97260273972603,Critical
85,MEGAJES CONSTRUCTION CORP.,7682785.0,1,95.0,237215.0,73.97260273972603,Critical
86,HIGH ROCK CONSTRUCTION AND SUPPLIES INCORPORATED,121799151.23000002,8,49.75,850848.7700000005,73.86986301369863,Critical
87,FIAT CONSTRUCTION SERVICES,286256372.99,4,95.75,3242039.699999988,73.76712328767124,Critical
88,JSONS BUILDERS,4900499.85,1,96.0,49500.15000000037,73.69863013698631,Critical
89,NOE'S BUILDERS,4940475.35,1,96.0,9524.650000000373,73.69863013698631,Critical
90,LIZVIL CONSTRUCTION & SUPPLY,5880000.0,1,97.0,0.0,73.42465753424658,Critical
91,GRAC-TA BUILDERS,14698821.77,1,97.0,1178.230000000447,73.42465753424658,Critical
92,RK STAR ECOENGINEERING,9504924.22,1,97.0,295075.77999999933,73.42465753424658,Critical
93,GREAT WALL ENGINEERING,37060905.02,4,97.75,5327850.029999999,73.21917808219177,Critical
94,EARLY RISER CONSTRUCTION,24499440.86,1,98.0,559.140000000596,73.15068493150685,Critical
95,BAGWIS CONSTRUCTION,4811362.67,1,98.0,127974.33000000007,73.15068493150685,Critical
96,J.S. GENERAL CONTRACTOR,7101451.84,1,99.0,76048.16000000015,72.87671232876713,Critical
97,E.D. LIBUNAO CONSTRUCTION & TRADING,38213807.11,1,99.0,986124.2599999979,72.87671232876713,Critical
98,AQUINO-DELA CRUZ ENGINEERING & CONSTRUCTION,53371493.870000005,2,99.0,3506.129999998957,72.87671232876713,Critical
99,PISTOL CONSTRUCTION AND SUPPLY,4950000.0,1,99.0,0.0,72.87671232876713,Critical
100,KEVIN PAUL CONSTRUCTION,14745929.84,2,99.5,104070.16000000015,72.73972602739727,Critical
101,HEAZ CONSTRUCTION,4949871.74,1,100.0,128.25999999977648,72.6027397260274,Critical
102,ADB DYNAMIC BUILDERS & SUPPLY,4916992.38,1,100.0,29424.81000000052,72.6027397260274,Critical
103,JG NORA BUILDERS,1929947.64,1,100.0,49962.77000000002,72.6027397260274,Critical
104,830 BUILDERS & DEVELOPERS CORP.,34138650.0,5,100.4,1006350.0,72.4931506849315,Critical
105,RCD GEN. CONTRACTOR & CONSTRUCTION SUPPLY / A.P.B. CONSTRUCTION,96499954.31,1,101.0,45.689999997615814,72.32876712328768,Critical
106,G.O.C. BUILDERS,24442050.79,3,101.33333333333333,247831.34999999963,72.23744292237443,Critical
107,ANROL CONSTRUCTION,4776540.5,1,102.0,173459.5,72.05479452054794,Critical
108,F A M E CONSTRUCTION TRADING,9701996.2,1,102.0,98003.80000000075,72.05479452054794,Critical
109,MEGA MYKON BUILDERS,19659583.71,2,103.0,140416.29000000004,71.78082191780823,Critical
110,647 CONSTRUCTION AND DEVELOPMENT CORPORATION,4850000.0,1,103.0,50000.0,71.78082191780823,Critical
111,WYNE ROSE CONSTRUCTION AND SUPPLY CORP.,29399938.4,1,103.0,61.600000001490116,71.78082191780823,Critical
112,SUPREME BUILDERS CONSTRUCTION AND TRADING,4831150.28,1,104.0,118646.16000000015,71.5068493150685,Critical
113,MMP CONSTRUCTION AND SUPPLIES,9779883.56,1,104.0,20116.43999999948,71.5068493150685,Critical
114,DANDEX CONSTRUCTION,14700753.4,2,105.0,149246.59999999963,71.23287671232876,Critical
115,LUCKY H&K CONSTRUCTION,4934487.18,1,105.0,15512.820000000298,71.23287671232876,Critical
116,EIGHT J'S CONSTRUCTION SERVICES / JJPR CONSTRUCTION SERVICES,95763985.11,1,105.0,735668.5900000036,71.23287671232876,Critical
117,DAYBREAK ENTERPRISES - ENGINEERING & CONSTRUCTION,6085928.06,1,105.0,3814071.9400000004,71.23287671232876,Critical
118,8G CONSTRUCTION AND GENERAL SERVICES,4946804.4,1,105.0,3195.5999999996275,71.23287671232876,Critical
119,R.C. SIMON CONSTRUCTION,9900000.0,2,105.0,0.0,71.23287671232876,Critical
120,JELM CONSTRUCTION CORP. / R. YAO CONSTRUCTION,48939239.49,1,105.0,60760.509999997914,71.23287671232876,Critical
121,REND ENTERPRISES & GENERAL CONTRACTOR,14600130.29,2,105.5,249868.4600000009,71.0958904109589,Critical
122,ZOTA TRADING & CONSTRUCTION,31620603.32,3,105.66666666666667,9396.680000000633,71.05022831050229,Critical
123,SOLID PILE CONSTRUCTION,29700000.0,1,106.0,0.0,70.95890410958904,Critical
124,ABLB CONSTRUCTION SERVICES,9601739.36,2,106.5,298260.63999999966,70.82191780821918,Critical
125,J.A.B. CONSTRUCTION,9900000.0,1,107.0,0.0,70.68493150684931,Critical
126,MZ BUILDERS & CONSTRUCTION SUPPLY,19110082.98,1,108.0,489917.01999999955,70.41095890410959,Critical
127,BALINTUGAN CONSTRUCTION,62725000.0,1,108.0,0.0,70.41095890410959,Critical
128,8-10 NEHEMIAH CONSTRUCTION,2934796.4,1,109.0,5203.600000000093,70.13698630136986,Critical
129,VIGAN FORTUNE CONSTRUCTION,19800000.0,1,110.0,0.0,69.86301369863014,Critical
130,CMDV CONSTRUCTION,34255824.51,3,110.33333333333333,75745.61000000034,69.77168949771689,Critical
131,NIECER TRADING AND BUILDER COMPANY INC.,14850000.0,1,111.0,0.0,69.58904109589041,Critical
132,ROCKWELL CONSTRUCTION AND SUPPLY,4840512.64,1,111.0,109487.36000000034,69.58904109589041,Critical
133,NEOVENTURES CONSTRUCTION,8067898.81,1,111.0,5341.19000000041,69.58904109589041,Critical
134,LUCKY EIGHTY-THREE CONSTRUCTION AND SUPPLY(FOR.VRP,68181300.0,13,111.3076923076923,2108700.0,69.50474183350896,Critical
135,"J.G. YACAS CONSTRUCTION, SUPPLY AND EQUIPMENT RENTAL",9800000.0,1,112.0,0.0,69.31506849315068,Critical
136,TEN TWENTY ALLIED DEVELOPERS,4934888.0,1,112.0,15112.0,69.31506849315068,Critical
137,SOUTHCAST CONSTRUCTION,24498872.03,1,112.0,1127.969999998808,69.31506849315068,Critical
138,LAMASIA BUILDERS AND SUPPLY CORP.,34300000.0,1,112.0,0.0,69.31506849315068,Critical
139,CROSMAK CONSTRUCTION WORKS INCORPORATED,7210020.33,1,113.0,709979.6699999999,69.04109589041096,Critical
140,QYT CONSTRUCTION AND SUPPLIES,12359964.459999999,3,113.0,419635.81000000006,69.04109589041096,Critical
141,BT CONSTRUCTION AND GENERAL SERVICES,19638888.88,2,113.5,11111.120000000112,68.9041095890411,Critical
142,"JAEJR ELECTRICAL, CONSTRUCTION & SUPPLY",39355064.760000005,3,114.33333333333333,43111.57999999821,68.67579908675799,Critical
143,LAP GLOBAL CONSTRUCTION CORPORATION(FORMERLY LAP GLOBAL CONSTRUCTION),14031745.6,1,115.0,667624.6899999995,68.4931506849315,Critical
144,RCD GEN. CONTRACTOR & CONSTRUCTION SUPPLY,117659004.63,6,115.83333333333333,370301.33999999985,68.2648401826484,Critical
145,TNB BUILDERS,4948753.5,1,116.0,1246.5,68.21917808219177,Critical
146,JASMIN CONSTRUCTION,29397518.79,1,116.0,1240.0,68.21917808219177,Critical
147,5'S CONSTRUCTION & SUPPLY,13024808.61,2,116.0,1675336.2800000003,68.21917808219177,Critical
148,FE S. REYES GENERAL CONTRACTOR CORP.,13618753.56,3,116.33333333333333,201246.43999999994,68.12785388127854,Critical
149,WORLDWIDE BUILDERS,271192865.36,4,116.75,212.1799999959767,68.01369863013699,Critical
150,CALIFORNIAROCK CONSTRUCTION,9895774.56,1,117.0,3802.519999999553,67.94520547945206,Critical
151,WANGCON DEVELOPMENT CORPORATION,9900000.0,1,117.0,0.0,67.94520547945206,Critical
152,TWO DEGREES CONSTRUCTION AND SUPPLY,37234062.9,7,118.0,205865.16000000015,67.67123287671234,Critical
153,ST. TIMOTHY CONSTRUCTION CORPORATION / JAY ARCIE CONSTRUCTION AND SUPPLY,48996784.15,1,118.0,3215.85000000149,67.67123287671234,Critical
154,ARCONIC INC.,13967566.61,1,118.0,732433.3900000006,67.67123287671234,Critical
155,GACUTAN CONSTRUCTION INC. (FORMERLY: GACUTAN CONSTRUCTION),406047226.26,5,118.2,2773.7399999946356,67.61643835616438,Critical
156,W.J.P. CONSTRUCTION AND SUPPLY,613905271.71,15,118.46666666666667,3494728.2899999935,67.54337899543378,Critical
157,FIT CONSTRUCTION,49050000.0,3,118.66666666666667,0.0,67.48858447488584,Critical
158,GEOHEART CONSTRUCTION & TRADING,4929893.59,1,119.0,18861.790000000037,67.3972602739726,Critical
159,OLIN DEVELOPMENT ENGINEERING & CONSTRUCTION,4811448.34,1,119.0,8098.820000000298,67.3972602739726,Critical
160,TESAR BUILDERS,6860609.84,1,119.0,69390.16000000015,67.3972602739726,Critical
161,DECA CONSTRUCTION / TJMT CONSTRUCTION,48979917.36,1,119.0,20082.640000000596,67.3972602739726,Critical
162,MERMIT CONSTRUCTION AND ENTERPRISES,5756520.0,1,119.0,123480.0,67.3972602739726,Critical
163,CARMIG CONSTRUCTION & SUPPLY,11523308.3,1,119.0,356691.69999999925,67.3972602739726,Critical
164,MAC CONSTRUCTION,7470121.06,1,119.0,2429878.9400000004,67.3972602739726,Critical
165,SNN BUILDERS AND CONSTRUCTION SUPPLY CORPORATION,5914418.11,1,119.0,25531.25,67.3972602739726,Critical
166,JP ESPIRITU CONSTRUCTION SERVICES AND SUPPLY,13963308.5,1,119.0,736691.5,67.3972602739726,Critical
167,LQG TRADING AND CONSTRUCTION / ST. TIMOTHY CONSTRUCTION CORPORATION,94729146.04,1,119.0,1770336.669999987,67.3972602739726,Critical
168,PRIME PAVE CONSTRUCTION AND ASPHALT CORPORATION,29397781.56,1,119.0,489.570000000298,67.3972602739726,Critical
169,121 CONSTRUCTION CORPORATION (FORMERLY 121 CONSTUC,4851085.29,1,119.0,98848.66000000015,67.3972602739726,Critical
170,PETER G. CHUA BUILDERS,7129230.51,1,119.0,220769.49000000022,67.3972602739726,Critical
171,F.A. TORRES CONSTRUCTION / MIGHTY DRAGON BUILDERS INC.,135086919.42,3,119.66666666666667,153080.58000000566,67.21461187214612,Critical
172,SISBRO CONSTRUCTION CORPORATION (FORMERLY: SISBRO CONSTRUCTION & SUPPLY),48014883.94,2,120.0,3546.189999997616,67.12328767123287,Critical
173,4K VERMARK CIVIL ENGINEERING CONSTRUCTION,19169852.5,1,120.0,411202.1799999997,67.12328767123287,Critical
174,R.E. SINGSON CONSTRUCTION AND DEVELOPMENT INC. (FORMERLY: R.E. SINGSON CONSTRUCTION),14475000.0,1,120.0,0.0,67.12328767123287,Critical
175,QUIÑONES CONSTRUCTION,29100540.73,1,120.0,26381.469999998808,67.12328767123287,Critical
176,A.I.A. CONSTRUCTION,11753657.52,2,120.5,126342.47999999952,66.98630136986301,Critical
177,MICAH CONSTRUCTION & SUPPLY,6860000.0,1,121.0,0.0,66.84931506849315,Critical
178,MILLENNIUM BUILDERS & CONSTRUCTION,1978999.7,1,121.0,1000.3000000000466,66.84931506849315,Critical
179,AKV BUILDERS AND CONSTRUCTION SUPPLIES,9900000.0,1,121.0,0.0,66.84931506849315,Critical
180,ALTEC CONSTRUCTION,11759084.34,1,121.0,838.8000000007451,66.84931506849315,Critical
181,JJ PALACIO CONSTRUCTION,98327862.77000001,2,121.0,169972.7199999988,66.84931506849315,Critical
182,W. GOMEZ TRADING AND CONSTRUCTION,10632257.74,2,121.5,217254.28999999957,66.7123287671233,Critical
183,INFINITUM 888 CONSTRUCTION AND DEVELOPMENT CORPORATION,57918145.769999996,3,121.66666666666667,881826.0899999999,66.66666666666666,Critical
184,QPJ GENERAL ENGINEERING CONSTRUCTION AND SUPPLY,5854507.640000001,2,122.0,25492.35999999987,66.57534246575342,Critical
185,SUPPLICON BUILDERS,13510000.0,2,122.0,210000.0,66.57534246575342,Critical
186,525 CONSTRUCTION,57406420.66,1,122.0,489697.2800000012,66.57534246575342,Critical
187,B-12 CONSTRUCTION AND TRADING CORPORATION,141655682.55,3,122.33333333333333,2423119.150000006,66.48401826484019,Critical
188,MATROSON BUILDERS & ENGINEERING SERVICES,4944995.26,1,123.0,5004.7400000002235,66.30136986301369,Critical
189,MOTHER'S ROLE CONSTRUCTION,29349867.01,1,123.0,50132.98999999836,66.30136986301369,Critical
190,CEBU HAYDTER CONSTRUCTION,4900186.98,1,123.0,49813.01999999955,66.30136986301369,Critical
191,"Z-5 CONSTRUCTION, INC.",19304256.05,1,123.0,295743.94999999925,66.30136986301369,Critical
192,SPYS BUILDERS CORP. (FORMERLY: SPYS BUILDERS) / T2B3 BUILDERS AND SUPPLIES CORP.,96500000.0,1,123.0,0.0,66.30136986301369,Critical
193,H & N BUILDERS & ENTERPRISES,4950000.0,1,123.0,0.0,66.30136986301369,Critical
194,R.F. VARQUEZ CONSTRUCTION,9795000.0,1,123.0,5000.0,66.30136986301369,Critical
195,GREEN BUILDER AND ENTERPRISES,4950000.0,1,123.0,0.0,66.30136986301369,Critical
196,ALBANO CONSTRUCTION AND TRADING,9603459.0,1,123.0,296541.0,66.30136986301369,Critical
197,1ST J.E. ADLAWAN CONSTRUCTION & SUPPLY CORPORATION (FORMERLY: ELEAZAR V. ADLAWAN CONSTRUCTION),14810202.97,3,123.0,39797.03000000026,66.30136986301369,Critical
198,5J AND G CONSTRUCTION AND SUPPLY,38894808.51,2,123.0,305191.4900000021,66.30136986301369,Critical
199,CANLAON BUILDERS AND DEVELOPMENT CORPORATION,16330997.0,2,123.5,3831.2000000011176,66.16438356164383,Critical
200,R.M. VITUG CONSTRUCTION,276774773.38000005,10,123.8,292397.1700000046,66.08219178082192,Critical
201,NORTH TECH BUILDERS AND CONSTRUCTION SUPPLY / SOLID NORTH CONSTRUCTION,97464828.98,1,124.0,171.01999999582767,66.02739726027397,Critical
202,LIGHT CONSTRUCTION & SUPPLY,4950000.0,1,124.0,0.0,66.02739726027397,Critical
203,ZEDIK BUILDERS / MEGAPOLITAN BUILDERS AND CONSTRUCTION SUPPLY,173699965.9,3,124.33333333333333,2698424.450000003,65.93607305936074,Critical
204,SAL CONSTRUCTION,11655640.88,2,124.5,153804.63999999873,65.89041095890411,Critical
205,MWJ CONSTRUCTION,66104778.04,2,124.5,265179.76000000164,65.89041095890411,Critical
206,BJMJB CONSTRUCTION & SUPPLY,180616032.92000002,11,124.54545454545455,1032187.6800000006,65.87795765877958,Critical
207,T2B3 BUILDERS AND SUPPLIES CORP.,197986687.79,4,125.5,4580544.260000005,65.6164383561644,Critical
208,GOLDFIN CONSTRUCTION & DEVELOPMENT CORPORATION (FORMERLY: GOLDFIN CONSTRUCTION),9148241.83,1,126.0,751758.1699999999,65.47945205479452,Critical
209,ALTHEA CONSTRUCTION,4949912.02,1,126.0,0.15000000037252903,65.47945205479452,Critical
210,GOLDEN CONSTRUCTION AND SUPPLY,4300548.63,1,126.0,648669.8200000003,65.47945205479452,Critical
211,RED AXE BUILDERS & SUPPLY,24156983.240000002,3,126.0,343002.77999999933,65.47945205479452,Critical
212,VK BUILDERS INC.,23962264.9,1,126.0,526508.6600000001,65.47945205479452,Critical
213,JUAN ANTONIO CONSTRUCTION,7133814.55,1,126.0,2766185.45,65.47945205479452,Critical
214,NORTH TECH BUILDERS AND CONSTRUCTION SUPPLY / BJMJB CONSTRUCTION & SUPPLY,19598647.33,1,127.0,989.9400000013411,65.20547945205479,Critical
215,ZTATIK BUILDER INC.,9714254.25,1,127.0,184474.86999999918,65.20547945205479,Critical
216,BIEN RAICE CONSTRUCTION AND SUPPLY CORPORATION,29398439.56,1,127.0,0.0,65.20547945205479,Critical
217,PLANAC CONSTRUCTION,19512430.0,4,127.25,237570.0,65.13698630136986,Critical
218,"J.A. OLIVAR ENGINEERING DESIGN, CONSTRUCTION AND S",57355072.02,4,127.25,179731.89999999618,65.13698630136986,Critical
219,AKC BUILDERS,4660068.53,1,128.0,289931.46999999974,64.93150684931507,Critical
220,KENSAL RISE CONSTRUCTION,48975300.0,4,128.0,1514700.0,64.93150684931507,Critical
221,JCM AMEG BUILDERS CORPORATION (FORMERLY: AMEG CONSTRUCTION & SUPPLY),554860948.22,6,128.16666666666666,2453.039999961853,64.88584474885846,Critical
222,AL-B DEVELOPMENT CORPORATION,157559705.97,5,128.8,1123668.2000000011,64.71232876712328,Critical
223,MANIMELDS CONSTRUCTION & IRON WORKS,19019455.46,1,129.0,580544.5399999991,64.65753424657535,Critical
224,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / ST. TIMOTHY CONSTRUCTION CORPORATION,90183040.8,1,129.0,392.29999999701977,64.65753424657535,Critical
225,M.G. SALAZAR CONSTRUCTION CORP. (FOR. M.G. SALAZAR / 525 CONSTRUCTION,77191844.95,1,129.0,1095.75,64.65753424657535,Critical
226,"ABOA CONSTRUCTION AND SUPPLY / CHARLZ CONSTRUCTION, INC.",47523238.44,1,129.0,1476761.5600000024,64.65753424657535,Critical
227,HI-DENSITY INTERNATIONAL CONSTRUCTION AND DEVELOPMENT INC.,9899996.06,1,129.0,0.0,64.65753424657535,Critical
228,AICON INDUSTRIES,54625446.42,2,130.0,559271.8400000036,64.38356164383562,Critical
229,GKA ENGINEERING AND CONSTRUCTION,24500000.0,1,130.0,0.0,64.38356164383562,Critical
230,FORTSTONE CONSTRUCTION ENTERPRISES,29391535.619999997,2,130.0,8464.38000000082,64.38356164383562,Critical
231,DISEM CONSTRUCTION AND SUPPLY,14839942.58,1,130.0,10057.419999999925,64.38356164383562,Critical
232,ZEDIK BUILDERS,94617445.72,7,130.42857142857142,715.0000000037253,64.26614481409001,Critical
233,GATEWAY 21-25 CONSTRUCTION CORP. (FORMERLY E.D. DE,14750000.0,2,130.5,0.0,64.24657534246575,Critical
